mapped_taxid	genome_taxids:kmers_mapped:total_genome_kmers
149539	696867:438:4745006 1412498:2679:4643207 1412499:434:4684945 1412496:2824:4640716 1412497:2642:4641109 1412494:2089:4643658 1412495:2377:4641068 1412492:1990:4682546 1412493:2307:4641373 1412490:1119:4682007 1412491:1990:4681553 1412528:3042:4642421 1412529:1978:4681045 1412522:791:4641117 1412523:355:4642151 1412520:630:4640988 1412521:560:4641308 1412526:287:4642129 1412527:150:4641581 1412524:365:4642075 1412525:210:4642610 1412593:70:4644514 1412592:1313:4679854 1412591:2821:4641760 1412590:3421:4644029 1244122:1106:4683704 1244121:1307:4679709 1244120:1313:4679854 1412458:582:4643692 1412596:1155:4685449 1412459:3075:4645250 1412595:1003:4684733 1412594:140:4684777 886715:1309:4738833 1412559:3257:4642833 1412558:869:4641534 1412557:239:4641248 1412556:1100:4642687 1412555:2426:4643850 1412554:1303:4641685 1412553:1376:4642173 1412552:939:4642199 1412551:1332:4643099 1412550:845:4641073 1412451:2870:4644981 1243619:428:4711061 1412463:1173:4644014 1412462:292:4643622 1412461:2902:4645413 1412460:503:4643360 1412467:140:4643693 1412466:140:4679319 1412465:2694:4645248 1412464:2864:4645091 1412469:3528:4645768 1412468:939:4679192 1412549:210:4641705 1412544:392:4641663 1412545:509:4642270 1412546:428:4640243 1412547:574:4641661 1412540:519:4642512 1412541:223:4641354 1412542:655:4642000 1412543:280:4641506 1412609:2906:4643769 1412608:1233:4642008 1412603:437:4640684 1412602:662:4642521 1412601:2932:4637895 1412600:1085:4682561 1412607:1427:4642673 1412606:740:4640637 1412605:581:4639572 1412604:647:4640387 59201:1518:49753078 1243621:420:4682706 1243620:350:4681740 1412470:3097:4711825 1412471:2957:4644977 1412472:213:4680572 1412473:1155:4682136 1412474:1085:4683017 1412475:311:4642811 1412476:366:4642320 1412477:370:4642038 1412478:454:4614623 1412479:70:4642412 1412579:649:4642387 1412578:232:4640267 1412571:2689:4643944 1412570:3617:4798092 1412573:499:4642525 1412572:3616:4643549 1412575:2784:4642013 1412574:82:4640407 1412577:3285:4641858 1412576:2288:4641704 1412618:3309:4622390 1412619:140:4640298 1412599:3188:4641049 1412598:3120:4640482 1412610:3117:4643163 1412611:428:4637298 1412612:723:4638961 1412613:3620:4641186 1412614:3600:4643559 1412615:3540:4643427 1412616:2283:4640354 1412617:3600:4642810 1412597:577:4684839 1412566:1399:4642087 1412567:1457:4641790 1412564:1301:4642403 1412565:428:4642176 1412562:2822:4635123 1412563:3197:4643170 1412560:2974:4643468 1412561:280:4642366 1412568:1223:4641677 1412569:3052:4639184 149539:99938:94049730 1412588:2639:4643016 1412589:1009:4641457 1412580:692:4641619 1412581:370:4641881 1412582:291:4641351 1412583:358:4641976 1412584:2854:4642484 1412585:292:4642591 1412586:570:4641248 1412587:3117:4642062 1412513:659:4640584 1412512:369:4640794 1412511:508:4641003 1412510:463:4641488 1412517:289:4643471 1412516:160:4642582 1412515:520:4641754 1412514:540:4639690 1412452:140:4681930 1412453:3199:4712210 1412519:729:4641961 1412518:215:4641732 1412456:2870:4644196 1412457:145:4654020 1412454:293:4680897 1412455:3167:4708934 1244112:2914:4678588 1244113:3015:4711344 1244111:469:4678319 1244118:875:4678519 1244119:1429:4682812 1412500:1797:4640764 1412501:575:4636461 1412502:858:4641417 1412503:1149:4642823 1412504:1024:4643272 1412505:1172:4643445 1412506:879:4641843 1412507:1079:4642651 1412508:92:4643142 1412509:379:4640470 1412481:2009:4642340 1412480:384:4643845 1412483:790:4640732 1412482:225:4642897 1412485:1155:4682048 1412484:1374:4641333 1412487:1085:4682803 1412486:1155:4681740 1412489:1119:4684643 1412488:1119:4684570 1412539:509:4641911 1412538:499:4641800 1412535:150:4641679 1412534:140:4629858 1412537:140:4641816 1412536:360:4641525 1412531:358:4641421 1412530:375:4641893 1412533:665:4642021 1412532:297:4641522 
34073	595537:115420:6549957 305:19:61972245 543728:617819:6754799 1851544:281:4848002 1411902:69:3956004 1246301:613018:7148318 
34072	436515:287232:7137799 595537:165959:6549957 475662:70:4052931 543728:148966:6754799 1034889:62241:7733274 1851544:141:4848002 1795631:52345:4316053 1246301:141379:7148318 
765765	765765:83608:104837 
476282	476282:2288735:9581747 
1377	1377:1315599:2199778 
1453988	1453988:437677:1564910 
159087	159087:3500647:4501005 13690:70:5532534 1851544:70:4848002 
10464	10464:102959:131581 
156889	156889:3706438:4719482 2033032:70:5099110 585:70:7756773 
1729937	1729937:75562:98666 
279383	279383:50657:63550 
134386	134386:479:1252 
2014604	2014604:3860:5090 
1303334	1303334:4217:4934 
1505227	1505227:42421:53645 
1505225	1505225:147:44745 
108098	198503:1666:35425 10519:14590:35415 10522:20655:34695 108098:55222:69939 
1107	326427:5148:4684832 480224:4108741:5268851 324602:4109391:5258442 853:70:2868833 
1982243	1647386:28504:48590 1647387:28621:49748 
1982244	1168478:18555:35601 1168479:17600:35553 
1452	1239783:616307:4063394 1529886:2225:4174461 492670:70:111970200 720555:1945:4168167 1452:2874956:12681170 
1101	1868325:16702:2399750 290512:9970:2579497 1974213:17880:2414627 281093:2138:2468380 
28065	81479:3223:4055139 1484693:3954:4264756 338969:3250:4969586 1851544:70:4848002 1842727:2620:5895344 
408	272630:949955:6879283 419610:905786:5471055 661410:1052115:6123554 440085:972663:6180435 1851544:70:4848002 408:2475793:5654214 358:41:16868268 
866345	866345:110332:1579495 
1355015	92644:330:10744033 1616117:2338:9611775 1355015:10704594:14932445 455432:160:8918341 
709484	709484:100067:165441 
216614	216614:6430:8640 
381754	381754:3464722:6588240 475662:350:4052931 1851544:70:4848002 2018067:210:6499265 
1758878	1758878:8333:11244 
381751	381751:1072536:1367722 
216942	216942:944960:1225420 
1052684	1052684:440676:6230924 
216946	216946:1944864:2522551 
317858	317858:229678:291045 
1169032	1169032:5091:6199 
151537	151537:70:36850 
151536	151536:526:41735 
151535	151535:70:35439 
13134	13690:140:5532534 1639348:603537:4550990 475662:68:4052931 342108:303323:4966386 1430440:26265:4365697 104102:70:4139464 1411902:80:3956004 1663591:605153:4992279 
1146877	1146877:24248:31707 
180586	180586:3381:4903 
180587	180587:1740:2658 
1229791	1229791:5616:29513 
1229790	1229790:14612:29406 
1229793	1229793:5807:29417 
1229792	1229792:6177:29249 
521045	521045:1799834:2302027 
1406785	1406785:77049:156549 
1406784	1406784:15392:49147 
1720595	1720595:8978:11550 
1406788	1406788:24481:49737 
42253	42253:3597419:4589386 
1920753	1391223:27960:71679 1395983:27515:71149 1054461:14819:72818 1239384:12891:72471 1458848:29924:72484 1414738:13363:71530 1604356:31595:69756 
450378	1411902:70:3956004 13690:1538:5532534 450378:3075229:4108891 2018067:12:6499265 
1642646	1642646:2809081:3717533 
1920750	1340829:12515:48129 1305710:13140:47625 
947980	947980:29894:42507 
1850526	1850526:2709828:3492401 172045:70:8635332 2029983:70:5279822 
1868599	1868599:9151:43674 
114416	114416:9039:36699 
646529	646529:3886709:4990884 
1698709	1698709:45128:58953 
1922585	1922585:7283:9162 
1619253	1619253:6251:7697 
1655657	1655657:3682:4555 
235266	235266:16418:20770 
1746069	1746069:18053:23577 
292208	292208:4310:4940 
1922587	1922587:7362:8844 
536230	536230:210:7348747 
11250	11250:11489:15126 
1922588	1922588:6492:8612 
61432	1250295:37:3817463 
186540	186540:14257:18776 
366686	366686:802:1232 
51313	51313:102687:130660 
1759399	1759399:1155676:1874238 
1150389	1150389:2406494:3074110 
1178515	1178515:3903040:5012500 
183967	1236689:6568:1666603 74969:30:1826844 1495144:6657:1937784 273116:3:1584705 1295009:140:1931552 333146:30:1934952 273075:4:1564807 1577791:663:1488570 1054217:6998:1461006 
1774200	1774200:1826:2643 
183963	1932360:21527:3778692 13690:60:5532534 362976:4905:3179163 1417673:15880:3901099 272569:25592:4273751 348780:9786:2749399 478009:43417:2668281 768065:4725:3260080 543526:20924:5440089 1033806:26396:3145962 485914:18419:3332151 519442:7727:3116696 547559:13868:4443247 358396:25744:4381246 1407499:37384:3129949 523841:25369:7793988 1604004:12565:4462842 416348:84068:3692279 797299:10972:4130681 797304:15283:3788257 797303:75835:4353803 694430:19768:4313821 588898:9610:3835400 268739:13045:2912474 797210:28204:4354872 64091:46155:2570713 406552:23841:3793344 1902251:14523:3930447 309800:30106:4012405 469382:13276:3943873 1333523:12818:3255161 1873524:8832:4058031 35746:20446:3917959 795797:10728:3697786 1592728:16103:4224452 1048396:20054:3105739 751944:79326:3162362 29284:47140:3079902 634497:15845:3889708 
1178516	104102:70:4139464 1178516:4538790:5797579 
1041929	1041929:14661:20029 
1868596	1868596:9784:43178 
1655650	1655650:3533:4557 
1432652	1432652:34789:1881094 
11786	11801:157:8233 11795:135:8224 
1432656	1432656:1379661:1920815 
1476901	1476901:1027707:2884194 
1849531	1849531:1682:2198 
1432658	1432658:9723:40593 
11788	11788:3162:5795 
1476909	1476909:6046:7551 
1034836	1034836:4866:3939104 
573199	573199:23324:30471 
862909	862909:3858:5133 
862908	862908:1263106:3437708 
93386	93386:23533:204045 
696406	696406:243248:5665945 562:156:1357174161 
1849532	1849532:1486:1955 
314315	314315:194691:1884562 
761193	761193:5420575:6919135 2029983:70:5279822 
1093787	1093787:103156:6402559 
1458841	1458841:20990:52864 
1923705	1923705:7912:10211 
1923704	1923704:2080:2943 
1923707	1923707:8065:11127 
1923706	1923706:10320:12866 
1923701	1923701:12375:16022 
1923252	1923252:7977:9357 
1923703	1923703:21815:28576 
1923250	1923250:4969:6245 
68876	68876:7546:9425 
1643948	660470:114:2975755 521045:70:2302027 1330330:327:2169071 
1923709	1923709:3405:4276 
1923708	1923708:3234:4222 
1923259	1923259:4542:5805 
1923258	1923258:1870:2396 
190810	190810:136:270 
1129145	1129145:9882:49036 
1129147	1129147:32946:174314 
1129146	1129146:8430:53925 
649604	649604:14943:19494 
1168287	439334:70:10901270 1168287:292422:5613527 
1168281	1168281:29905:38583 
458132	458132:8013:9406 
180850	180850:302238:6197755 
405535	405535:198199:5584083 
452863	452863:3492837:4980428 1616117:70:9611775 455432:70:8918341 
1527523	1527523:7493:9425 
405531	405531:382527:5736526 
75787	640081:137:3806881 76114:262:4726958 
405532	405532:241938:5418937 
166314	166314:1464691:2111416 
12783	12783:115:216 
1415568	1415568:3450003:4436390 475662:168:4052931 1411902:28:3956004 
1746064	1746064:14562:18424 
196242	196242:879:57831 
424182	1571470:230:6284241 424182:1489095:5464685 358:9823:16868268 
1692238	1692238:3702619:5138305 59201:70:49753078 636:70:7340572 29484:455:9934511 2033033:127:4615500 575:866:5889394 47917:248:18051200 548:19:26624894 
10320	10320:91154:135202 
2020286	2020286:5564:6831 
562971	562971:652026:6130961 1851544:350:4848002 305:69:61972245 
562970	562970:2649472:3384667 
10326	10326:96775:150125 
320122	320122:6332:53226 
1172562	1172562:299405:2101204 
1423721	1423721:1205973:1610253 
1172567	92644:210:10744033 1616117:2524:9611775 1172567:3987115:7783302 455432:70:8918341 
293644	293644:12096:40694 
1529058	1529058:38651:50341 
93838	93838:8741:12798 
1639815	1639815:14602:94425 
1639814	1639814:19666:72880 
93830	93830:8183:11553 
1529056	1529056:94764:119539 
2005464	2005464:6092596:9814252 
182217	182217:1448607:1959913 
2005460	2005460:3912751:5001827 
1137931	1137931:5025:6608 
2005462	2005462:4680856:5985776 
2005463	2005463:1134:12033188 
1836608	1836608:5974:8117 
42182	42182:7500:9529 
1903187	1903187:2704559:5139240 
1337936	1337936:4959094:6419730 
747056	747056:5931:7692 
754409	754409:2955029:3811380 
1719140	1719140:111123:142888 
1564903	1564903:4638:5887 
1650654	1650654:60260:4141938 
1307954	1307954:86700:111854 
1266977	1266977:1402:2577 
582744	1571470:123:6284241 582744:1552493:3081710 
1882918	1882918:1425860:1821147 
1448140	1448140:121740:6433342 
1196095	1929246:70:1622296 585:132:7756773 1196095:4663551:6040856 
1159554	585:70:7756773 29484:140:9934511 1159554:2816111:4628207 575:711:5889394 54291:70:40091732 47917:210:18051200 1616117:70:9611775 548:70:26624894 
1307957	1307957:104407:135355 
376489	1571470:70:6284241 475662:1943:4052931 1851544:214:4848002 376489:3371809:4387329 
1917232	1917232:254898:327048 
926571	926571:1980062:2527839 
926570	926570:1195115:4213853 
1618260	1618260:1285:1707 
1267001	1267001:197124:846396 
848	76857:1942534:10233798 856:5413:4122544 190304:496602:2174370 76856:515059:2232911 671211:803013:2111824 393480:455235:2439613 1307428:514902:2227167 1307442:624172:2531425 1307443:630302:2430325 457405:234115:2513831 1307444:654141:2526865 469604:274796:2268173 469607:225901:2275263 469601:226033:2153678 76859:436927:4859959 469602:282900:2189931 
1868135	1868135:926448:4551087 575:151:5889394 47917:69:18051200 
345198	345198:64662:196357 
41980	43687:11667:13146293 399549:1938:2191418 1006006:1897:1840249 
1225791	1225791:9449:38915 
1225790	1225790:7681:42775 
1225792	1225792:140:39453 
376	1571470:140:6284241 13690:72:5532534 376:2423445:7547495 
80866	80866:1793762:6528780 305:29:61972245 398578:192413:6767415 358:70:16868268 
80865	80866:3097975:6528780 180282:1975536:7195617 1920191:3531338:6430285 2033032:70:5099110 742013:3474196:6685743 1851544:1220:4848002 475662:210:4052931 1616117:70:9611775 398578:3047814:6767415 
80864	1458425:17194:2573605 1858609:102874:4416197 80866:125933:6528780 1484693:35325:4264756 475662:141:4052931 1795631:32321:4316053 391735:61293:5597745 94132:49494:4916531 1851544:3137:4848002 358220:103983:5196836 365046:62524:4070094 338969:20565:4969586 1842533:71862:4574760 1842537:54285:4674585 795665:85653:5232378 1844971:27362:4383385 1920191:125101:6430285 535289:1537296:3796474 595537:56284:6549957 397945:82370:5352673 225992:26840:3547816 1082851:41376:4522814 398578:129899:6767415 946483:3124:2991741 232721:1488199:4584857 305:235:61972245 1458426:18353:2623038 436515:78986:7137799 365044:41597:5365252 1662458:137361:4704242 1662457:136940:4565236 1662456:107306:4057825 1191062:67784:5649150 1678128:27033:3372893 543728:72905:6754799 1678129:11353:2948696 1034889:45977:7733274 1392005:75179:6062604 1658672:16174:2925684 80869:82427:5349825 1842727:77874:5895344 1546149:1825774:4061177 455432:70:8918341 1246301:66955:7148318 225991:61921:3726018 81479:14846:4055139 1411902:70:3956004 180282:150876:7195617 296591:36293:5898379 1763535:23233:4944033 742013:140566:6685743 596153:191855:4835416 596154:263974:5070553 553814:126988:4122526 643561:86405:5482071 688245:53124:5373545 
44008	44008:1743913:2296700 
40059	40059:13834:17925 
1924285	1924285:80:1655934 
146891	146891:898296:1669787 
1924287	1924287:168:1656123 
1924286	1924286:1063:1657500 
40052	40052:14219:18781 
44000	351627:246964:2970176 632518:468979:2428804 632516:1447088:2674710 632292:748427:2770577 632348:1009361:2843686 608506:538208:2532244 632335:1446456:2802245 521460:1124587:2931365 
80869	1571470:70:6284241 475662:70:4052931 305:70:61972245 80869:3524807:5349825 397945:3506574:5352673 1851544:499:4848002 
40051	40051:14017:18218 
1647434	1647434:5341:29339 
610130	610130:3613993:4662772 853:11452:2868833 
1647436	1647436:13003:29148 
1647430	1647430:9701:29202 
1584	249265:949171:2021564 29397:4107217:6473428 1050107:1202913:2004238 390333:933888:1864899 353496:936742:1872819 1585:3727852:7460612 1423823:1121143:1953517 1217420:1185514:1891697 83684:2434085:3922748 321956:924999:1856852 888027:1367600:2165885 767455:1298894:2131778 
1647432	1647432:6345:28904 
1647433	1647433:5839:29333 
234831	234831:611477:4037473 
1647438	1647438:13986:29197 
1368616	1368616:9626:12914 
1434102	1434102:253810:3913270 
1283078	1283078:31333:39822 
1283079	1283079:34239:41985 
1037911	1037911:769128:6019349 2018067:38089:6499265 
1891098	1891098:448:3283287 
1037915	2018067:70:6499265 2033033:70:4615500 1037915:766732:6976252 
1730	39488:453:3515571 515620:820:2831092 
435897	435897:9188657:12662108 2033033:70:4615500 
1283076	1283076:116169:147185 
1736	1736:6705491:8572971 903814:900326:4316608 57320:140:4217611 853:70:2868833 
673832	673832:6240:38665 
2025352	2025352:2579:3179 
1234874	1234874:1595:1816 
1228012	1228012:7407:9402 
1234872	1234872:1293:1968 
264201	264201:1886673:2414316 
264202	264202:897587:1173593 
264203	264203:245231:2056264 1851544:70:4848002 
380160	380160:11569:14618 
1234878	1234878:1311:1732 
1234879	1234879:1125:1642 
1281781	1281781:1247:1938507 
40279	40279:3135:4227 
1714270	1714273:5:19505 1714272:16:16937 
1714273	1714273:11747:19505 
1714272	1714272:13045:16937 
40272	32603:15837:159223 32604:16363:162015 
40270	40270:8557:10589 
178830	12455:5520:8699 675389:39:8815 1548720:64:17559 1897087:5508:8687 
40276	81877:25:7111 183585:23:7889 131226:97:7919 1051792:16:7176 
679536	679536:1197:1288 
40274	105154:1794:4464 313629:1549:4431 90963:2274:4430 1986029:2602:4433 
1597	537973:44416:3025055 1597:2998125:18125247 1226298:443764:3017507 321967:202126:2924127 1446494:385395:3063784 1590:70:106688292 
1596	1380360:816492:1951224 1596:1528328:2114235 324831:836653:1894261 585:70:7756773 
1590	1284663:2203257:3299359 889932:2263951:3307738 644042:2232822:3197567 220668:2230506:3348228 1327988:2139241:3359845 1304889:2252443:3501705 1590:73379817:106688292 337330:6419597:9929374 767468:2059493:3245838 1300221:2235817:3209814 
479058	479058:5676:7196 
33966	33966:179748:1854529 
929766	929766:3555:4952 
1599	1423833:1276129:1942938 1599:5958122:8204924 1590:70:106688292 314315:1193119:1884562 
1598	1358027:1006257:2145346 1340495:1370091:2092582 491077:842196:2316312 557433:1566011:2039315 927703:1378594:2090774 1598:4786287:6272538 557436:1539456:1999519 
1283312	92644:70:10744033 1411902:70:3956004 1283312:1903397:6572164 13690:510:5532534 358:210:16868268 
1312920	1312920:2326:3125898 
45972	1276282:9028:2559847 29388:289:4971532 45972:1906390:2621926 
1620421	1571470:759:6284241 1411902:212:3956004 13690:140:5532534 1620421:3961228:5119516 358:349:16868268 
570266	1041930:1053:2378339 351160:1934:3179817 
1312929	1312929:6439:8298 
234826	234826:81227:1197588 
122277	29471:974333:10028680 180957:677105:9886451 29484:923:9934511 554:612887:9835042 1218933:304715:4842672 1175631:918584:5043129 2033032:30:5099110 575:299:5889394 1905730:2932819:5030742 561231:2968957:5063793 561230:276181:4862814 1166016:3235572:5164312 218491:495598:5063920 47917:275:18051200 
503388	503388:14500:18663 
1432135	1432135:8261:9947 
83986	83986:751800:2551090 1201294:144851:2789675 
232799	232800:88:10013 1972700:8:9481 170621:3:9377 198112:33:8227 240555:22:9295 
1234701	1234701:12156:43931 
232795	2005444:70:9346 68876:67:9425 1041883:17:9592 1432856:20:9455 
1043184	1043184:6020:7619 
1123015	1123015:431:6316951 
476281	1929246:71:1622296 476281:591125:754531 
66692	66692:611188:4303772 
1123016	475662:420:4052931 1123016:2948380:4383381 2033032:70:5099110 2018067:140:6499265 
89059	89059:1941285:2607324 
758678	758678:19792:4010195 
673837	673837:18174:39477 
1367671	1367671:285:574 
223334	223334:1426:2661 
223337	223337:1706:2668 
186457	165432:47:4332 44562:32:4316 
1027869	1027869:4772:6324 
430911	430911:3431:4096 
1358027	1358027:645524:2145346 
225364	225364:58004:1268362 
306263	306263:824634:1571463 
699037	699037:1038412:4305756 
413999	413999:70661:3903062 
699035	699035:100174:4047630 
263004	263004:6878:8974 
1279365	1279365:9740:5907783 
1281283	1281283:301:5015896 
263001	263001:1763:2653 
1458856	1458856:5102:43668 
223332	223332:1855:2662 
31533	31533:14111:168303 
1511857	157899:15:35351 176106:38:40801 
28295	28295:22467:27934 
218849	218849:8793:11276 
1205910	92644:70:10744033 1616117:226:9611775 1205910:4484263:5848112 455432:140:8918341 
673835	673835:2806:36171 
1357916	1571470:41:6284241 13690:866:5532534 1357916:3090005:4284927 
218845	218845:1016:1250 
31535	31535:11032:56327 
642493	642493:1547:2644 
712357	712357:1884720:2444805 
185008	185008:2635526:3385825 
1240471	1240471:310020:791120 
1567487	1567487:29803:39774 
1567484	1567484:83395:105972 
1567485	1567485:45515:58447 
487	272831:974520:2194862 1386087:952083:2139858 1095685:971436:2179384 935588:964761:2287395 935589:1015915:2248867 935593:956839:2250350 374833:837323:2153317 935590:1027707:2324723 935599:969097:2184763 122586:1037282:2272261 604162:947764:2277451 662598:807340:2145196 909420:1017627:2240784 487:67610713:151205858 630588:986511:2242848 122587:952967:2184307 935591:992603:2223419 942513:984168:2227156 
486	487:1056:151205858 486:944233:2146624 489653:448034:2220507 
485	487:8162:151205858 485:11432722:26550206 242231:893292:2153823 521006:958080:2235980 528354:948628:2237595 
1703971	1703971:1114:6851316 
482	272831:699312:2194862 1386087:665795:2139858 935593:704420:2250350 935591:703741:2223419 935590:726317:2324723 935599:691694:2184763 575:70:5889394 630588:695720:2242848 490:203245:2783814 1853278:37125:2496345 521006:763645:2235980 374833:685707:2153317 546263:114745:2256548 1853276:28876:2511805 28091:91033:2188398 655307:47221:2371813 942513:686362:2227156 1095685:693331:2179384 935588:715166:2287395 935589:705879:2248867 122586:708252:2272261 604162:710236:2277451 662598:687817:2145196 487:47860961:151205858 486:710759:2146624 485:9090596:26550206 122587:694510:2184307 548:70:26624894 528354:762849:2237595 326523:93550:2552423 909420:697352:2240784 242231:732361:2153823 489653:719683:2220507 
